user_id,city,channel,member_months,signup_date
ANON-0000-0000-0437,公开数据未提供,card,1,2024-07-31
ANON-0000-0000-0438,公开数据未提供,card,1,2024-07-31
ANON-0000-0000-0439,公开数据未提供,card,1,2024-07-31
ANON-0000-0000-0440,公开数据未提供,card,2,2024-07-31
ANON-0000-0000-0441,公开数据未提供,card,1,2024-07-31
ANON-0000-0000-0442,公开数据未提供,card,1,2024-07-31
ANON-0000-0000-0443,公开数据未提供,card,1,2024-07-31
ANON-0000-0000-0444,公开数据未提供,card,1,2024-07-31
ANON-0000-0000-0445,公开数据未提供,card,1,2024-07-31
ANON-0000-0000-0446,公开数据未提供,card,1,2024-07-31
ANON-0000-0000-0447,公开数据未提供,card,1,2024-08-01
ANON-0000-0000-0448,公开数据未提供,card,1,2024-08-01
ANON-0000-0000-0449,公开数据未提供,card,1,2024-08-01
ANON-0000-0000-0450,公开数据未提供,card,1,2024-08-01
ANON-0000-0000-0451,公开数据未提供,card,1,2024-08-01
ANON-0000-0000-0452,公开数据未提供,card,1,2024-08-01
ANON-0000-0000-0453,公开数据未提供,card,1,2024-08-02
ANON-0000-0000-0454,公开数据未提供,card,1,2024-08-02
ANON-0000-0000-0455,公开数据未提供,card,3,2024-08-03
ANON-0000-0000-0456,公开数据未提供,card,1,2024-08-03
ANON-0000-0000-0457,公开数据未提供,card,1,2024-08-03
ANON-0000-0000-0458,公开数据未提供,card,1,2024-08-04
ANON-0000-0000-0459,公开数据未提供,card,1,2024-08-05
ANON-0000-0000-0460,公开数据未提供,card,1,2024-08-05
ANON-0000-0000-0461,公开数据未提供,card,1,2024-08-05
ANON-0000-0000-0462,公开数据未提供,card,1,2024-08-05
ANON-0000-0000-0463,公开数据未提供,card,5,2024-08-05
ANON-0000-0000-0464,公开数据未提供,card,1,2024-08-05
ANON-0000-0000-0465,公开数据未提供,card,1,2024-08-06
ANON-0000-0000-0466,公开数据未提供,card,1,2024-08-06
ANON-0000-0000-0467,公开数据未提供,card,1,2024-08-06
ANON-0000-0000-0468,公开数据未提供,card,1,2024-08-06
ANON-0000-0000-0469,公开数据未提供,card,1,2024-08-07
ANON-0000-0000-0470,公开数据未提供,card,1,2024-08-07
ANON-0000-0000-0471,公开数据未提供,card,1,2024-08-07
ANON-0000-0000-0472,公开数据未提供,card,1,2024-08-07
ANON-0000-0000-0473,公开数据未提供,card,1,2024-08-08
ANON-0000-0000-0474,公开数据未提供,card,1,2024-08-08
ANON-0000-0000-0475,公开数据未提供,card,2,2024-08-09
ANON-0000-0000-0476,公开数据未提供,card,1,2024-08-09
ANON-0000-0000-0477,公开数据未提供,card,1,2024-08-09
ANON-0000-0000-0478,公开数据未提供,card,1,2024-08-09
ANON-0000-0000-0479,公开数据未提供,card,1,2024-08-09
ANON-0000-0000-0480,公开数据未提供,card,1,2024-08-10
ANON-0000-0000-0481,公开数据未提供,card,1,2024-08-10
ANON-0000-0000-0482,公开数据未提供,card,1,2024-08-10
ANON-0000-0000-0483,公开数据未提供,card,1,2024-08-11
ANON-0000-0000-0484,公开数据未提供,card,1,2024-08-11
ANON-0000-0000-0485,公开数据未提供,card,1,2024-08-11
ANON-0000-0000-0486,公开数据未提供,card,1,2024-08-11
ANON-0000-0000-0487,公开数据未提供,card,1,2024-08-11
ANON-0000-0000-0488,公开数据未提供,card,1,2024-08-11
ANON-0000-0000-0489,公开数据未提供,card,1,2024-08-12
ANON-0000-0000-0490,公开数据未提供,card,1,2024-08-12
ANON-0000-0000-0491,公开数据未提供,card,1,2024-08-12
ANON-0000-0000-0492,公开数据未提供,card,1,2024-08-12
ANON-0000-0000-0493,公开数据未提供,card,1,2024-08-12
ANON-0000-0000-0494,公开数据未提供,card,4,2024-08-12
ANON-0000-0000-0495,公开数据未提供,card,1,2024-08-13
ANON-0000-0000-0496,公开数据未提供,card,1,2024-08-13
ANON-0000-0000-0497,公开数据未提供,card,1,2024-08-13
ANON-0000-0000-0498,公开数据未提供,card,1,2024-08-13
ANON-0000-0000-0499,公开数据未提供,card,1,2024-08-13
ANON-0000-0000-0500,公开数据未提供,card,1,2024-08-13
ANON-0000-0000-0501,公开数据未提供,card,1,2024-08-13
ANON-0000-0000-0502,公开数据未提供,card,1,2024-08-14
ANON-0000-0000-0503,公开数据未提供,card,1,2024-08-14
ANON-0000-0000-0504,公开数据未提供,card,1,2024-08-14
ANON-0000-0000-0505,公开数据未提供,card,1,2024-08-14
ANON-0000-0000-0506,公开数据未提供,card,1,2024-08-14
ANON-0000-0000-0507,公开数据未提供,card,7,2024-08-14
ANON-0000-0000-0508,公开数据未提供,card,1,2024-08-15
ANON-0000-0000-0509,公开数据未提供,card,1,2024-08-15
ANON-0000-0000-0510,公开数据未提供,card,2,2024-08-15
ANON-0000-0000-0511,公开数据未提供,card,1,2024-08-15
ANON-0000-0000-0512,公开数据未提供,card,1,2024-08-15
ANON-0000-0000-0513,公开数据未提供,card,1,2024-08-15
ANON-0000-0000-0514,公开数据未提供,card,1,2024-08-15
ANON-0000-0000-0515,公开数据未提供,card,1,2024-08-16
ANON-0000-0000-0516,公开数据未提供,card,1,2024-08-17
ANON-0000-0000-0517,公开数据未提供,card,1,2024-08-17
ANON-0000-0000-0518,公开数据未提供,card,2,2024-08-17
ANON-0000-0000-0519,公开数据未提供,card,1,2024-08-17
ANON-0000-0000-0520,公开数据未提供,card,1,2024-08-18
ANON-0000-0000-0521,公开数据未提供,card,1,2024-08-18
ANON-0000-0000-0522,公开数据未提供,card,1,2024-08-18
ANON-0000-0000-0523,公开数据未提供,card,1,2024-08-18
ANON-0000-0000-0524,公开数据未提供,card,1,2024-08-19
ANON-0000-0000-0525,公开数据未提供,card,4,2024-08-20
ANON-0000-0000-0526,公开数据未提供,card,1,2024-08-20
ANON-0000-0000-0527,公开数据未提供,card,1,2024-08-20
ANON-0000-0000-0528,公开数据未提供,card,1,2024-08-20
ANON-0000-0000-0529,公开数据未提供,card,1,2024-08-20
ANON-0000-0000-0530,公开数据未提供,card,1,2024-08-20
ANON-0000-0000-0531,公开数据未提供,card,1,2024-08-20
ANON-0000-0000-0532,公开数据未提供,card,1,2024-08-20
ANON-0000-0000-0533,公开数据未提供,card,4,2024-08-21
ANON-0000-0000-0534,公开数据未提供,card,1,2024-08-21
ANON-0000-0000-0535,公开数据未提供,card,1,2024-08-22
ANON-0000-0000-0536,公开数据未提供,card,1,2024-08-22
ANON-0000-0000-0537,公开数据未提供,card,1,2024-08-22
ANON-0000-0000-0538,公开数据未提供,card,1,2024-08-22
ANON-0000-0000-0539,公开数据未提供,card,1,2024-08-23
ANON-0000-0000-0540,公开数据未提供,card,1,2024-08-23
ANON-0000-0000-0541,公开数据未提供,card,1,2024-08-23
ANON-0000-0000-0542,公开数据未提供,card,1,2024-08-23
ANON-0000-0000-0543,公开数据未提供,card,3,2024-08-24
ANON-0000-0000-0544,公开数据未提供,card,1,2024-08-24
ANON-0000-0000-0545,公开数据未提供,card,1,2024-08-25
ANON-0000-0000-0546,公开数据未提供,card,1,2024-08-25
ANON-0000-0000-0547,公开数据未提供,card,1,2024-08-26
ANON-0000-0000-0548,公开数据未提供,card,1,2024-08-26
ANON-0000-0000-0549,公开数据未提供,card,1,2024-08-26
ANON-0000-0000-0550,公开数据未提供,card,1,2024-08-26
ANON-0000-0000-0551,公开数据未提供,card,1,2024-08-28
ANON-0000-0000-0552,公开数据未提供,card,1,2024-08-28
ANON-0000-0000-0553,公开数据未提供,card,1,2024-08-29
ANON-0000-0000-0554,公开数据未提供,card,1,2024-08-30
ANON-0000-0000-0555,公开数据未提供,card,1,2024-08-31
ANON-0000-0000-0556,公开数据未提供,card,1,2024-08-31
ANON-0000-0000-0557,公开数据未提供,card,1,2024-08-31
ANON-0000-0000-0558,公开数据未提供,card,1,2024-09-01
ANON-0000-0000-0559,公开数据未提供,card,1,2024-09-01
ANON-0000-0000-0560,公开数据未提供,card,1,2024-09-01
ANON-0000-0000-0561,公开数据未提供,card,1,2024-09-01
ANON-0000-0000-0562,公开数据未提供,card,1,2024-09-01
ANON-0000-0000-0563,公开数据未提供,card,1,2024-09-01
ANON-0000-0000-0564,公开数据未提供,card,1,2024-09-02
ANON-0000-0000-0565,公开数据未提供,card,1,2024-09-02
ANON-0000-0000-0566,公开数据未提供,card,1,2024-09-02
ANON-0000-0000-0567,公开数据未提供,card,1,2024-09-02
ANON-0000-0000-0568,公开数据未提供,card,1,2024-09-02
ANON-0000-0000-0569,公开数据未提供,card,1,2024-09-03
ANON-0000-0000-0570,公开数据未提供,card,4,2024-09-03
ANON-0000-0000-0571,公开数据未提供,card,1,2024-09-03
ANON-0000-0000-0572,公开数据未提供,card,1,2024-09-03
ANON-0000-0000-0573,公开数据未提供,card,1,2024-09-03
ANON-0000-0000-0574,公开数据未提供,card,1,2024-09-03
ANON-0000-0000-0575,公开数据未提供,card,1,2024-09-03
ANON-0000-0000-0576,公开数据未提供,card,1,2024-09-03
ANON-0000-0000-0577,公开数据未提供,card,1,2024-09-04
ANON-0000-0000-0578,公开数据未提供,card,1,2024-09-04
ANON-0000-0000-0579,公开数据未提供,card,3,2024-09-04
ANON-0000-0000-0580,公开数据未提供,card,1,2024-09-04
ANON-0000-0000-0581,公开数据未提供,card,1,2024-09-05
ANON-0000-0000-0582,公开数据未提供,card,1,2024-09-05
ANON-0000-0000-0583,公开数据未提供,card,1,2024-09-05
ANON-0000-0000-0584,公开数据未提供,card,1,2024-09-05
ANON-0000-0000-0585,公开数据未提供,card,1,2024-09-05
ANON-0000-0000-0586,公开数据未提供,card,1,2024-09-05
ANON-0000-0000-0587,公开数据未提供,card,1,2024-09-05
ANON-0000-0000-0588,公开数据未提供,card,1,2024-09-05
ANON-0000-0000-0589,公开数据未提供,card,1,2024-09-06
ANON-0000-0000-0590,公开数据未提供,card,1,2024-09-06
ANON-0000-0000-0591,公开数据未提供,card,1,2024-09-06
ANON-0000-0000-0592,公开数据未提供,card,1,2024-09-07
ANON-0000-0000-0593,公开数据未提供,card,1,2024-09-07
ANON-0000-0000-0594,公开数据未提供,card,1,2024-09-07
ANON-0000-0000-0595,公开数据未提供,card,1,2024-09-07
ANON-0000-0000-0596,公开数据未提供,card,1,2024-09-07
ANON-0000-0000-0597,公开数据未提供,card,1,2024-09-07
ANON-0000-0000-0598,公开数据未提供,card,1,2024-09-07
ANON-0000-0000-0599,公开数据未提供,card,1,2024-09-09
ANON-0000-0000-0600,公开数据未提供,card,1,2024-09-09
ANON-0000-0000-0601,公开数据未提供,card,1,2024-09-09
ANON-0000-0000-0602,公开数据未提供,card,1,2024-09-09
ANON-0000-0000-0603,公开数据未提供,card,1,2024-09-09
ANON-0000-0000-0604,公开数据未提供,card,1,2024-09-09
ANON-0000-0000-0605,公开数据未提供,card,1,2024-09-09
ANON-0000-0000-0606,公开数据未提供,card,1,2024-09-09
ANON-0000-0000-0607,公开数据未提供,card,1,2024-09-10
ANON-0000-0000-0608,公开数据未提供,card,1,2024-09-10
ANON-0000-0000-0609,公开数据未提供,card,1,2024-09-10
ANON-0000-0000-0610,公开数据未提供,card,1,2024-09-10
ANON-0000-0000-0611,公开数据未提供,card,1,2024-09-10
ANON-0000-0000-0612,公开数据未提供,card,3,2024-09-11
ANON-0000-0000-0613,公开数据未提供,card,1,2024-09-11
ANON-0000-0000-0614,公开数据未提供,card,1,2024-09-11
ANON-0000-0000-0615,公开数据未提供,card,1,2024-09-12
ANON-0000-0000-0616,公开数据未提供,card,1,2024-09-12
ANON-0000-0000-0617,公开数据未提供,card,1,2024-09-12
ANON-0000-0000-0618,公开数据未提供,card,1,2024-09-12
ANON-0000-0000-0619,公开数据未提供,card,1,2024-09-13
ANON-0000-0000-0620,公开数据未提供,card,3,2024-09-15
ANON-0000-0000-0621,公开数据未提供,card,1,2024-09-16
ANON-0000-0000-0622,公开数据未提供,card,1,2024-09-16
ANON-0000-0000-0623,公开数据未提供,card,1,2024-09-16
ANON-0000-0000-0624,公开数据未提供,card,1,2024-09-16
ANON-0000-0000-0625,公开数据未提供,card,1,2024-09-16
ANON-0000-0000-0626,公开数据未提供,card,1,2024-09-16
ANON-0000-0000-0627,公开数据未提供,card,1,2024-09-17
ANON-0000-0000-0628,公开数据未提供,card,1,2024-09-17
ANON-0000-0000-0629,公开数据未提供,card,1,2024-09-17
ANON-0000-0000-0630,公开数据未提供,card,1,2024-09-17
ANON-0000-0000-0631,公开数据未提供,card,1,2024-09-17
ANON-0000-0000-0632,公开数据未提供,card,1,2024-09-17
ANON-0000-0000-0633,公开数据未提供,card,1,2024-09-17
ANON-0000-0000-0634,公开数据未提供,card,4,2024-09-17
ANON-0000-0000-0635,公开数据未提供,card,1,2024-09-17
ANON-0000-0000-0636,公开数据未提供,card,3,2024-09-17
ANON-0000-0000-0637,公开数据未提供,card,2,2024-09-17
ANON-0000-0000-0638,公开数据未提供,card,1,2024-09-18
ANON-0000-0000-0639,公开数据未提供,card,1,2024-09-18
ANON-0000-0000-0640,公开数据未提供,card,1,2024-09-19
ANON-0000-0000-0641,公开数据未提供,card,1,2024-09-20
ANON-0000-0000-0642,公开数据未提供,card,1,2024-09-20
ANON-0000-0000-0643,公开数据未提供,card,1,2024-09-20
ANON-0000-0000-0644,公开数据未提供,card,1,2024-09-21
ANON-0000-0000-0645,公开数据未提供,card,1,2024-09-21
ANON-0000-0000-0646,公开数据未提供,card,1,2024-09-21
ANON-0000-0000-0647,公开数据未提供,card,1,2024-09-21
ANON-0000-0000-0648,公开数据未提供,card,1,2024-09-22
ANON-0000-0000-0649,公开数据未提供,card,1,2024-09-22
ANON-0000-0000-0650,公开数据未提供,card,1,2024-09-22
ANON-0000-0000-0651,公开数据未提供,card,1,2024-09-22
ANON-0000-0000-0652,公开数据未提供,card,1,2024-09-22
ANON-0000-0000-0653,公开数据未提供,card,1,2024-09-22
ANON-0000-0000-0654,公开数据未提供,card,1,2024-09-22
ANON-0000-0000-0655,公开数据未提供,card,1,2024-09-22
ANON-0000-0000-0656,公开数据未提供,card,1,2024-09-22
ANON-0000-0000-0657,公开数据未提供,card,1,2024-09-22
ANON-0000-0000-0658,公开数据未提供,card,1,2024-09-23
ANON-0000-0000-0659,公开数据未提供,card,1,2024-09-23
ANON-0000-0000-0660,公开数据未提供,card,1,2024-09-24
ANON-0000-0000-0661,公开数据未提供,card,1,2024-09-24
ANON-0000-0000-0662,公开数据未提供,card,1,2024-09-24
ANON-0000-0000-0663,公开数据未提供,card,1,2024-09-24
ANON-0000-0000-0664,公开数据未提供,card,2,2024-09-25
ANON-0000-0000-0665,公开数据未提供,card,1,2024-09-25
ANON-0000-0000-0666,公开数据未提供,card,1,2024-09-25
ANON-0000-0000-0667,公开数据未提供,card,1,2024-09-25
ANON-0000-0000-0668,公开数据未提供,card,1,2024-09-25
ANON-0000-0000-0669,公开数据未提供,card,1,2024-09-26
ANON-0000-0000-0670,公开数据未提供,card,1,2024-09-26
ANON-0000-0000-0671,公开数据未提供,card,1,2024-09-26
ANON-0000-0000-0672,公开数据未提供,card,1,2024-09-26
ANON-0000-0000-0673,公开数据未提供,card,1,2024-09-26
ANON-0000-0000-0674,公开数据未提供,card,1,2024-09-27
ANON-0000-0000-0675,公开数据未提供,card,1,2024-09-27
ANON-0000-0000-0676,公开数据未提供,card,1,2024-09-27
ANON-0000-0000-0677,公开数据未提供,card,1,2024-09-27
ANON-0000-0000-0678,公开数据未提供,card,1,2024-09-27
ANON-0000-0000-0679,公开数据未提供,card,1,2024-09-27
ANON-0000-0000-0680,公开数据未提供,card,1,2024-09-27
ANON-0000-0000-0681,公开数据未提供,card,1,2024-09-27
ANON-0000-0000-0682,公开数据未提供,card,3,2024-09-28
ANON-0000-0000-0683,公开数据未提供,card,1,2024-09-28
ANON-0000-0000-0684,公开数据未提供,card,1,2024-09-28
ANON-0000-0000-0685,公开数据未提供,card,2,2024-09-28
ANON-0000-0000-0686,公开数据未提供,card,1,2024-09-28
ANON-0000-0000-0687,公开数据未提供,card,1,2024-09-28
ANON-0000-0000-0688,公开数据未提供,card,1,2024-09-29
ANON-0000-0000-0689,公开数据未提供,card,1,2024-09-29
ANON-0000-0000-0690,公开数据未提供,card,3,2024-09-29
ANON-0000-0000-0691,公开数据未提供,card,1,2024-09-30
ANON-0000-0000-0692,公开数据未提供,card,1,2024-09-30
ANON-0000-0000-0693,公开数据未提供,card,1,2024-09-30
ANON-0000-0000-0694,公开数据未提供,card,1,2024-09-30
ANON-0000-0000-0695,公开数据未提供,card,1,2024-09-30
ANON-0000-0000-0696,公开数据未提供,card,2,2024-10-01
ANON-0000-0000-0697,公开数据未提供,card,1,2024-10-01
ANON-0000-0000-0698,公开数据未提供,card,1,2024-10-01
ANON-0000-0000-0699,公开数据未提供,card,1,2024-10-01
ANON-0000-0000-0700,公开数据未提供,card,1,2024-10-01
ANON-0000-0000-0701,公开数据未提供,card,2,2024-10-01
ANON-0000-0000-0702,公开数据未提供,card,1,2024-10-01
ANON-0000-0000-0703,公开数据未提供,card,1,2024-10-02
ANON-0000-0000-0704,公开数据未提供,card,1,2024-10-02
ANON-0000-0000-0705,公开数据未提供,card,1,2024-10-02
ANON-0000-0000-0706,公开数据未提供,card,1,2024-10-02
ANON-0000-0000-0707,公开数据未提供,card,1,2024-10-02
ANON-0000-0000-0708,公开数据未提供,card,1,2024-10-03
ANON-0000-0000-0709,公开数据未提供,card,1,2024-10-03
ANON-0000-0000-0710,公开数据未提供,card,1,2024-10-03
ANON-0000-0000-0711,公开数据未提供,card,1,2024-10-03
ANON-0000-0000-0712,公开数据未提供,card,1,2024-10-03
ANON-0000-0000-0713,公开数据未提供,card,1,2024-10-04
ANON-0000-0000-0714,公开数据未提供,card,2,2024-10-04
ANON-0000-0000-0715,公开数据未提供,card,1,2024-10-05
ANON-0000-0000-0716,公开数据未提供,card,1,2024-10-06
ANON-0000-0000-0717,公开数据未提供,card,1,2024-10-06
ANON-0000-0000-0718,公开数据未提供,card,1,2024-10-06
ANON-0000-0000-0719,公开数据未提供,card,1,2024-10-06
ANON-0000-0000-0720,公开数据未提供,card,1,2024-10-06
ANON-0000-0000-0721,公开数据未提供,card,1,2024-10-06
ANON-0000-0000-0722,公开数据未提供,card,1,2024-10-06
ANON-0000-0000-0723,公开数据未提供,card,1,2024-10-06
ANON-0000-0000-0724,公开数据未提供,card,1,2024-10-07
ANON-0000-0000-0725,公开数据未提供,card,1,2024-10-07
ANON-0000-0000-0726,公开数据未提供,card,1,2024-10-07
ANON-0000-0000-0727,公开数据未提供,card,2,2024-10-07
ANON-0000-0000-0728,公开数据未提供,card,1,2024-10-07
ANON-0000-0000-0729,公开数据未提供,card,2,2024-10-08
ANON-0000-0000-0730,公开数据未提供,card,1,2024-10-08
ANON-0000-0000-0731,公开数据未提供,card,3,2024-10-08
ANON-0000-0000-0732,公开数据未提供,card,1,2024-10-08
ANON-0000-0000-0733,公开数据未提供,card,1,2024-10-09
ANON-0000-0000-0734,公开数据未提供,card,1,2024-10-09
ANON-0000-0000-0735,公开数据未提供,card,1,2024-10-09
ANON-0000-0000-0736,公开数据未提供,card,1,2024-10-09
ANON-0000-0000-0737,公开数据未提供,card,1,2024-10-09
ANON-0000-0000-0738,公开数据未提供,card,1,2024-10-10
ANON-0000-0000-0739,公开数据未提供,card,1,2024-10-10
ANON-0000-0000-0740,公开数据未提供,card,1,2024-10-10
ANON-0000-0000-0741,公开数据未提供,card,1,2024-10-10
ANON-0000-0000-0742,公开数据未提供,card,1,2024-10-10
ANON-0000-0000-0743,公开数据未提供,card,1,2024-10-11
ANON-0000-0000-0744,公开数据未提供,card,1,2024-10-11
ANON-0000-0000-0745,公开数据未提供,card,1,2024-10-11
ANON-0000-0000-0746,公开数据未提供,card,1,2024-10-11
ANON-0000-0000-0747,公开数据未提供,card,1,2024-10-11
ANON-0000-0000-0748,公开数据未提供,card,2,2024-10-11
ANON-0000-0000-0749,公开数据未提供,card,1,2024-10-11
ANON-0000-0000-0750,公开数据未提供,card,1,2024-10-12
ANON-0000-0000-0751,公开数据未提供,card,1,2024-10-12
ANON-0000-0000-0752,公开数据未提供,card,1,2024-10-13
ANON-0000-0000-0753,公开数据未提供,card,1,2024-10-13
ANON-0000-0000-0754,公开数据未提供,card,1,2024-10-14
ANON-0000-0000-0755,公开数据未提供,card,1,2024-10-14
ANON-0000-0000-0756,公开数据未提供,card,1,2024-10-14
ANON-0000-0000-0757,公开数据未提供,card,1,2024-10-14
ANON-0000-0000-0758,公开数据未提供,card,1,2024-10-14
ANON-0000-0000-0759,公开数据未提供,card,1,2024-10-14
ANON-0000-0000-0760,公开数据未提供,card,1,2024-10-14
ANON-0000-0000-0761,公开数据未提供,card,1,2024-10-15
ANON-0000-0000-0762,公开数据未提供,card,1,2024-10-15
ANON-0000-0000-0763,公开数据未提供,card,1,2024-10-15
ANON-0000-0000-0764,公开数据未提供,card,1,2024-10-15
ANON-0000-0000-0765,公开数据未提供,card,1,2024-10-15
ANON-0000-0000-0766,公开数据未提供,card,1,2024-10-15
ANON-0000-0000-0767,公开数据未提供,card,1,2024-10-15
ANON-0000-0000-0768,公开数据未提供,card,1,2024-10-16
ANON-0000-0000-0769,公开数据未提供,card,1,2024-10-16
ANON-0000-0000-0770,公开数据未提供,card,1,2024-10-16
ANON-0000-0000-0771,公开数据未提供,card,1,2024-10-16
ANON-0000-0000-0772,公开数据未提供,card,1,2024-10-16
ANON-0000-0000-0773,公开数据未提供,card,1,2024-10-17
ANON-0000-0000-0774,公开数据未提供,card,1,2024-10-17
ANON-0000-0000-0775,公开数据未提供,card,1,2024-10-17
ANON-0000-0000-0776,公开数据未提供,card,1,2024-10-17
ANON-0000-0000-0777,公开数据未提供,card,1,2024-10-17
ANON-0000-0000-0778,公开数据未提供,card,1,2024-10-17
ANON-0000-0000-0779,公开数据未提供,card,1,2024-10-17
ANON-0000-0000-0780,公开数据未提供,card,1,2024-10-18
ANON-0000-0000-0781,公开数据未提供,card,1,2024-10-18
ANON-0000-0000-0782,公开数据未提供,card,1,2024-10-18
ANON-0000-0000-0783,公开数据未提供,card,1,2024-10-18
ANON-0000-0000-0784,公开数据未提供,card,1,2024-10-18
ANON-0000-0000-0785,公开数据未提供,card,1,2024-10-19
ANON-0000-0000-0786,公开数据未提供,card,1,2024-10-19
ANON-0000-0000-0787,公开数据未提供,card,1,2024-10-20
ANON-0000-0000-0788,公开数据未提供,card,1,2024-10-20
ANON-0000-0000-0789,公开数据未提供,card,1,2024-10-20
ANON-0000-0000-0790,公开数据未提供,card,1,2024-10-20
ANON-0000-0000-0791,公开数据未提供,card,1,2024-10-20
ANON-0000-0000-0792,公开数据未提供,card,1,2024-10-20
ANON-0000-0000-0793,公开数据未提供,card,1,2024-10-21
ANON-0000-0000-0794,公开数据未提供,card,1,2024-10-21
ANON-0000-0000-0795,公开数据未提供,card,1,2024-10-21
ANON-0000-0000-0796,公开数据未提供,card,1,2024-10-21
ANON-0000-0000-0797,公开数据未提供,card,1,2024-10-21
ANON-0000-0000-0798,公开数据未提供,card,1,2024-10-21
ANON-0000-0000-0799,公开数据未提供,card,1,2024-10-21
ANON-0000-0000-0800,公开数据未提供,card,1,2024-10-22
ANON-0000-0000-0801,公开数据未提供,card,1,2024-10-22
ANON-0000-0000-0802,公开数据未提供,card,1,2024-10-23
ANON-0000-0000-0803,公开数据未提供,card,1,2024-10-23
ANON-0000-0000-0804,公开数据未提供,card,1,2024-10-23
ANON-0000-0000-0805,公开数据未提供,card,1,2024-10-23
ANON-0000-0000-0806,公开数据未提供,card,1,2024-10-23
ANON-0000-0000-0807,公开数据未提供,card,1,2024-10-23
ANON-0000-0000-0808,公开数据未提供,card,1,2024-10-24
ANON-0000-0000-0809,公开数据未提供,card,1,2024-10-24
ANON-0000-0000-0810,公开数据未提供,card,1,2024-10-24
ANON-0000-0000-0811,公开数据未提供,card,1,2024-10-24
ANON-0000-0000-0812,公开数据未提供,card,1,2024-10-24
ANON-0000-0000-0813,公开数据未提供,card,1,2024-10-24
ANON-0000-0000-0814,公开数据未提供,card,1,2024-10-25
ANON-0000-0000-0815,公开数据未提供,card,1,2024-10-25
ANON-0000-0000-0816,公开数据未提供,card,1,2024-10-26
ANON-0000-0000-0817,公开数据未提供,card,1,2024-10-26
ANON-0000-0000-0818,公开数据未提供,card,1,2024-10-26
ANON-0000-0000-0819,公开数据未提供,card,1,2024-10-26
ANON-0000-0000-0820,公开数据未提供,card,1,2024-10-26
ANON-0000-0000-0821,公开数据未提供,card,1,2024-10-26
ANON-0000-0000-0822,公开数据未提供,card,1,2024-10-27
ANON-0000-0000-0823,公开数据未提供,card,1,2024-10-28
ANON-0000-0000-0824,公开数据未提供,card,1,2024-10-28
ANON-0000-0000-0825,公开数据未提供,card,1,2024-10-28
ANON-0000-0000-0826,公开数据未提供,card,1,2024-10-28
ANON-0000-0000-0827,公开数据未提供,card,1,2024-10-28
ANON-0000-0000-0828,公开数据未提供,card,1,2024-10-28
ANON-0000-0000-0829,公开数据未提供,card,1,2024-10-29
ANON-0000-0000-0830,公开数据未提供,card,1,2024-10-29
ANON-0000-0000-0831,公开数据未提供,card,1,2024-10-29
ANON-0000-0000-0832,公开数据未提供,card,1,2024-10-29
ANON-0000-0000-0833,公开数据未提供,card,1,2024-10-29
ANON-0000-0000-0834,公开数据未提供,card,1,2024-10-29
ANON-0000-0000-0835,公开数据未提供,card,1,2024-10-29
ANON-0000-0000-0836,公开数据未提供,card,1,2024-10-29
ANON-0000-0000-0837,公开数据未提供,card,1,2024-10-30
ANON-0000-0000-0838,公开数据未提供,card,1,2024-10-30
ANON-0000-0000-0839,公开数据未提供,card,1,2024-10-30
ANON-0000-0000-0840,公开数据未提供,card,1,2024-10-30
ANON-0000-0000-0841,公开数据未提供,card,1,2024-10-30
ANON-0000-0000-0842,公开数据未提供,card,2,2024-10-30
ANON-0000-0000-0843,公开数据未提供,card,1,2024-10-31
ANON-0000-0000-0844,公开数据未提供,card,1,2024-10-31
ANON-0000-0000-0845,公开数据未提供,card,1,2024-11-01
ANON-0000-0000-0846,公开数据未提供,card,1,2024-11-02
ANON-0000-0000-0847,公开数据未提供,card,1,2024-11-02
ANON-0000-0000-0848,公开数据未提供,card,1,2024-11-02
ANON-0000-0000-0849,公开数据未提供,card,1,2024-11-03
ANON-0000-0000-0850,公开数据未提供,card,1,2024-11-03
ANON-0000-0000-0851,公开数据未提供,card,1,2024-11-03
ANON-0000-0000-0852,公开数据未提供,card,1,2024-11-03
ANON-0000-0000-0853,公开数据未提供,card,1,2024-11-04
ANON-0000-0000-0854,公开数据未提供,card,1,2024-11-04
ANON-0000-0000-0855,公开数据未提供,card,1,2024-11-05
ANON-0000-0000-0856,公开数据未提供,card,1,2024-11-05
ANON-0000-0000-0857,公开数据未提供,card,1,2024-11-05
ANON-0000-0000-0858,公开数据未提供,card,1,2024-11-05
ANON-0000-0000-0859,公开数据未提供,card,1,2024-11-05
ANON-0000-0000-0860,公开数据未提供,card,1,2024-11-06
ANON-0000-0000-0861,公开数据未提供,card,1,2024-11-06
ANON-0000-0000-0862,公开数据未提供,card,2,2024-11-06
ANON-0000-0000-0863,公开数据未提供,card,1,2024-11-06
ANON-0000-0000-0864,公开数据未提供,card,1,2024-11-07
ANON-0000-0000-0865,公开数据未提供,card,1,2024-11-07
ANON-0000-0000-0866,公开数据未提供,card,1,2024-11-07
ANON-0000-0000-0867,公开数据未提供,card,1,2024-11-07
ANON-0000-0000-0868,公开数据未提供,card,1,2024-11-08
ANON-0000-0000-0869,公开数据未提供,card,1,2024-11-08
ANON-0000-0000-0870,公开数据未提供,card,1,2024-11-08
ANON-0000-0000-0871,公开数据未提供,card,1,2024-11-08
ANON-0000-0000-0872,公开数据未提供,card,1,2024-11-08
