user_id,last_order,frequency,monetary,recency,R_score,F_score,M_score,segment,city,channel
U0351,2025-12-16,2,212.10000000000002,196,1,1,2,流失风险客户,杭州,饿了么
U0352,2026-06-24,5,271.1,6,3,3,3,一般价值客户,深圳,门店
U0353,2026-06-25,5,217.8,5,3,3,2,一般价值客户,成都,美团
U0354,2026-06-17,4,183.6,13,3,2,2,新客/潜力客户,深圳,APP
U0355,2026-06-28,2,106.1,2,4,1,2,新客/潜力客户,北京,饿了么
U0356,2026-05-31,3,170.6,30,2,2,2,流失风险客户,北京,美团
U0357,2026-06-29,4,264.3,1,4,2,3,重要发展客户,深圳,美团
U0358,2026-06-29,3,226.6,1,4,2,2,新客/潜力客户,杭州,美团
U0359,2026-06-26,4,242.2,4,4,2,2,新客/潜力客户,北京,美团
U0360,2026-06-10,5,289.6,20,2,3,3,一般价值客户,北京,饿了么
U0361,2026-06-06,3,99.2,24,2,2,1,流失风险客户,深圳,小程序
U0362,2026-04-14,2,53.5,77,1,1,1,流失风险客户,上海,饿了么
U0363,2026-06-01,3,276.5,29,2,2,3,一般价值客户,上海,APP
U0364,2026-06-13,3,316.5,17,2,2,3,一般价值客户,北京,小程序
U0365,2026-04-06,2,126.1,85,1,1,2,流失风险客户,深圳,门店
U0366,2026-06-29,5,265.4,1,4,3,3,一般价值客户,杭州,小程序
U0367,2026-05-24,5,286.0,37,2,3,3,一般价值客户,成都,美团
U0368,2026-05-13,3,160.3,48,2,2,2,流失风险客户,杭州,饿了么
U0369,2026-03-21,2,60.5,101,1,1,1,流失风险客户,成都,小程序
U0370,2026-04-14,5,272.0,77,1,3,3,一般价值客户,深圳,APP
U0371,2026-05-11,3,138.2,50,2,2,2,流失风险客户,杭州,小程序
U0372,2026-06-21,5,280.6,9,3,3,3,一般价值客户,上海,美团
U0373,2026-06-26,5,243.4,4,4,3,3,一般价值客户,深圳,小程序
U0374,2026-06-23,2,68.9,7,3,1,1,新客/潜力客户,深圳,小程序
U0375,2026-06-12,4,225.89999999999998,18,2,2,2,流失风险客户,深圳,门店
U0376,2026-06-28,2,130.1,2,4,1,2,新客/潜力客户,北京,APP
U0377,2026-05-27,3,135.7,34,2,2,2,流失风险客户,杭州,饿了么
U0378,2026-06-28,4,164.1,2,4,2,2,新客/潜力客户,北京,APP
U0379,2026-05-13,5,228.6,48,2,3,2,一般价值客户,上海,饿了么
U0380,2026-03-31,2,100.5,91,1,1,1,流失风险客户,成都,APP
U0381,2026-06-07,2,102.4,23,2,1,1,流失风险客户,成都,APP
U0382,2026-06-16,3,158.2,14,3,2,2,新客/潜力客户,杭州,门店
U0383,2026-06-21,2,102.0,9,3,1,1,新客/潜力客户,深圳,小程序
U0384,2026-06-26,4,178.1,4,4,2,2,新客/潜力客户,深圳,饿了么
U0385,2025-12-01,3,110.80000000000001,211,1,2,2,流失风险客户,上海,美团
U0386,2026-05-25,5,337.3,36,2,3,3,一般价值客户,成都,门店
U0387,2026-06-23,3,143.5,7,3,2,2,新客/潜力客户,杭州,门店
U0388,2026-06-30,5,228.7,0,4,3,2,一般价值客户,深圳,APP
U0389,2026-06-09,3,93.80000000000001,21,2,2,1,流失风险客户,杭州,小程序
U0390,2026-06-09,4,277.7,21,2,2,3,一般价值客户,杭州,饿了么
U0391,2026-03-17,3,213.5,105,1,2,2,流失风险客户,成都,门店
U0392,2026-06-29,4,258.6,1,4,2,3,重要发展客户,深圳,小程序
U0393,2026-06-15,2,176.1,15,3,1,2,新客/潜力客户,杭州,门店
U0394,2026-02-28,2,144.2,122,1,1,2,流失风险客户,成都,小程序
U0395,2026-06-18,4,132.4,12,3,2,2,新客/潜力客户,杭州,门店
U0396,2026-06-27,3,196.5,3,4,2,2,新客/潜力客户,成都,门店
U0397,2026-01-01,2,61.6,180,1,1,1,流失风险客户,北京,饿了么
U0398,2026-05-02,5,203.1,59,1,3,2,一般价值客户,北京,小程序
U0399,2026-06-27,4,269.8,3,4,2,3,重要发展客户,上海,门店
U0400,2026-05-12,3,263.4,49,2,2,3,一般价值客户,上海,饿了么
U0401,2026-05-10,4,193.6,51,2,2,2,流失风险客户,北京,小程序
U0402,2026-02-04,2,81.3,146,1,1,1,流失风险客户,深圳,美团
U0403,2026-05-07,5,209.6,54,1,3,2,一般价值客户,北京,APP
U0404,2026-06-12,3,103.8,18,2,2,2,流失风险客户,深圳,饿了么
U0405,2026-06-16,2,70.4,14,3,1,1,新客/潜力客户,深圳,APP
U0406,2026-06-26,5,189.79999999999998,4,4,3,2,一般价值客户,杭州,门店
U0407,2026-06-16,3,213.4,14,3,2,2,新客/潜力客户,上海,美团
U0408,2026-04-16,5,215.0,75,1,3,2,一般价值客户,北京,APP
U0409,2026-06-26,4,129.3,4,4,2,2,新客/潜力客户,杭州,饿了么
U0410,2026-06-28,2,112.5,2,4,1,2,新客/潜力客户,上海,美团
U0411,2026-01-22,4,226.2,159,1,2,2,流失风险客户,深圳,饿了么
U0412,2026-03-05,5,256.8,117,1,3,3,一般价值客户,杭州,门店
U0413,2026-06-29,2,75.4,1,4,1,1,新客/潜力客户,深圳,饿了么
U0414,2026-05-16,5,336.5,45,2,3,3,一般价值客户,深圳,小程序
U0415,2026-06-22,5,262.6,8,3,3,3,一般价值客户,北京,美团
U0416,2026-03-10,3,155.0,112,1,2,2,流失风险客户,成都,饿了么
U0417,2026-06-24,3,188.7,6,3,2,2,新客/潜力客户,成都,APP
U0418,2026-06-10,3,156.3,20,2,2,2,流失风险客户,上海,美团
U0419,2026-06-30,3,146.1,0,4,2,2,新客/潜力客户,深圳,美团
U0420,2026-05-27,2,134.60000000000002,34,2,1,2,流失风险客户,北京,小程序
U0421,2026-06-30,4,127.0,0,4,2,2,新客/潜力客户,深圳,美团
U0422,2026-03-07,5,349.8,115,1,3,3,一般价值客户,上海,APP
U0423,2026-06-29,4,252.3,1,4,2,3,重要发展客户,北京,美团
U0424,2026-06-24,3,154.8,6,3,2,2,新客/潜力客户,深圳,饿了么
U0425,2026-06-29,5,369.6,1,4,3,3,一般价值客户,成都,APP
U0426,2026-06-15,2,75.1,15,3,1,1,新客/潜力客户,上海,美团
U0427,2026-06-14,3,175.1,16,3,2,2,新客/潜力客户,杭州,门店
U0428,2026-05-10,4,223.4,51,2,2,2,流失风险客户,深圳,APP
U0429,2026-04-07,2,67.4,84,1,1,1,流失风险客户,杭州,APP
U0430,2026-06-30,4,154.0,0,4,2,2,新客/潜力客户,上海,门店
U0431,2026-06-28,2,61.3,2,4,1,1,新客/潜力客户,深圳,小程序
U0432,2026-04-06,5,264.9,85,1,3,3,一般价值客户,深圳,APP
U0433,2026-06-13,3,175.5,17,2,2,2,流失风险客户,杭州,小程序
U0434,2026-06-27,4,164.8,3,4,2,2,新客/潜力客户,北京,饿了么
U0435,2026-02-17,5,307.5,133,1,3,3,一般价值客户,上海,门店
U0436,2026-06-27,5,360.2,3,4,3,3,一般价值客户,北京,饿了么
U0437,2026-05-31,5,226.8,30,2,3,2,一般价值客户,上海,饿了么
U0438,2026-06-12,5,265.2,18,2,3,3,一般价值客户,成都,APP
U0439,2026-05-24,4,279.1,37,2,2,3,一般价值客户,深圳,APP
U0440,2026-06-28,5,328.9,2,4,3,3,一般价值客户,上海,门店
U0441,2026-04-21,2,124.0,70,1,1,2,流失风险客户,北京,饿了么
U0442,2026-05-01,2,74.2,60,1,1,1,流失风险客户,北京,小程序
U0443,2026-06-23,5,327.70000000000005,7,3,3,3,一般价值客户,上海,APP
U0444,2025-11-08,2,66.4,234,1,1,1,流失风险客户,深圳,APP
U0445,2026-06-08,2,67.7,22,2,1,1,流失风险客户,深圳,小程序
U0446,2026-06-06,4,150.1,24,2,2,2,流失风险客户,深圳,小程序
U0447,2026-05-14,4,191.2,47,2,2,2,流失风险客户,杭州,饿了么
U0448,2026-06-10,2,144.4,20,2,1,2,流失风险客户,上海,美团
U0449,2026-06-11,2,119.9,19,2,1,2,流失风险客户,深圳,饿了么
U0450,2026-06-24,2,162.1,6,3,1,2,新客/潜力客户,上海,美团
U0451,2026-05-14,4,166.10000000000002,47,2,2,2,流失风险客户,北京,饿了么
U0452,2026-03-03,3,179.5,119,1,2,2,流失风险客户,成都,门店
U0453,2026-06-22,4,235.79999999999998,8,3,2,2,新客/潜力客户,上海,小程序
U0454,2026-06-13,3,120.2,17,2,2,2,流失风险客户,杭州,美团
U0455,2026-06-29,4,152.0,1,4,2,2,新客/潜力客户,上海,美团
U0456,2026-06-30,3,168.1,0,4,2,2,新客/潜力客户,杭州,小程序
U0457,2026-06-03,2,67.7,27,2,1,1,流失风险客户,深圳,饿了么
U0458,2026-06-03,2,55.4,27,2,1,1,流失风险客户,上海,APP
U0459,2026-04-11,5,370.7,80,1,3,3,一般价值客户,成都,饿了么
U0460,2026-06-09,3,202.7,21,2,2,2,流失风险客户,深圳,美团
U0461,2026-05-27,4,290.2,34,2,2,3,一般价值客户,成都,门店
U0462,2026-05-09,2,213.6,52,2,1,2,流失风险客户,成都,饿了么
U0463,2026-06-04,3,214.0,26,2,2,2,流失风险客户,上海,小程序
U0464,2026-06-28,3,137.9,2,4,2,2,新客/潜力客户,成都,APP
U0465,2026-04-17,2,77.8,74,1,1,1,流失风险客户,杭州,APP
U0466,2026-06-13,4,236.0,17,2,2,2,流失风险客户,深圳,美团
U0467,2026-06-17,3,265.6,13,3,2,3,新客/潜力客户,杭州,小程序
U0468,2026-06-25,3,114.5,5,3,2,2,新客/潜力客户,杭州,门店
U0469,2026-06-22,2,104.5,8,3,1,2,新客/潜力客户,深圳,门店
U0470,2026-05-20,5,169.1,41,2,3,2,一般价值客户,杭州,小程序
U0471,2026-05-18,4,138.0,43,2,2,2,流失风险客户,上海,小程序
U0472,2026-06-15,5,241.89999999999998,15,3,3,2,一般价值客户,上海,门店
U0473,2026-02-25,4,278.7,125,1,2,3,一般价值客户,成都,小程序
U0474,2026-06-26,5,274.3,4,4,3,3,一般价值客户,成都,饿了么
U0475,2026-06-26,2,114.30000000000001,4,4,1,2,新客/潜力客户,上海,美团
U0476,2026-05-24,4,306.5,37,2,2,3,一般价值客户,杭州,小程序
U0477,2026-06-28,4,214.7,2,4,2,2,新客/潜力客户,成都,门店
U0478,2026-06-11,2,121.3,19,2,1,2,流失风险客户,上海,饿了么
U0479,2026-06-14,4,246.0,16,3,2,3,新客/潜力客户,北京,APP
U0480,2026-06-06,2,71.4,24,2,1,1,流失风险客户,杭州,APP
U0481,2026-06-10,5,181.0,20,2,3,2,一般价值客户,深圳,饿了么
U0482,2026-04-06,5,422.8,85,1,3,3,一般价值客户,上海,门店
U0483,2026-06-25,2,109.3,5,3,1,2,新客/潜力客户,北京,美团
U0484,2026-04-24,2,136.8,67,1,1,2,流失风险客户,成都,饿了么
U0485,2026-06-29,2,107.5,1,4,1,2,新客/潜力客户,成都,小程序
U0486,2026-06-22,4,225.2,8,3,2,2,新客/潜力客户,深圳,小程序
U0487,2025-12-23,3,231.8,189,1,2,2,流失风险客户,深圳,门店
U0488,2026-05-10,3,144.8,51,2,2,2,流失风险客户,深圳,小程序
U0489,2026-05-30,3,281.4,31,2,2,3,一般价值客户,北京,饿了么
U0490,2026-06-24,5,282.4,6,3,3,3,一般价值客户,杭州,小程序
U0491,2026-05-30,5,234.0,31,2,3,2,一般价值客户,上海,小程序
U0492,2026-05-07,3,184.3,54,1,2,2,流失风险客户,北京,美团
U0493,2026-05-08,4,192.7,53,1,2,2,流失风险客户,杭州,门店
U0494,2026-04-11,4,138.6,80,1,2,2,流失风险客户,深圳,门店
U0495,2026-06-29,3,135.2,1,4,2,2,新客/潜力客户,成都,饿了么
U0496,2025-11-27,3,116.0,215,1,2,2,流失风险客户,上海,APP
U0497,2026-02-02,2,124.0,148,1,1,2,流失风险客户,成都,小程序
U0498,2026-06-28,3,155.7,2,4,2,2,新客/潜力客户,上海,门店
U0499,2026-06-30,4,171.8,0,4,2,2,新客/潜力客户,杭州,美团
U0500,2026-06-05,3,195.89999999999998,25,2,2,2,流失风险客户,杭州,美团
U0501,2026-06-25,4,180.3,5,3,2,2,新客/潜力客户,北京,饿了么
U0502,2026-03-31,2,112.0,91,1,1,2,流失风险客户,深圳,美团
U0503,2026-03-21,3,112.0,101,1,2,2,流失风险客户,深圳,饿了么
U0504,2026-06-01,5,197.3,29,2,3,2,一般价值客户,成都,门店
U0505,2026-05-25,3,131.5,36,2,2,2,流失风险客户,北京,美团
U0506,2026-06-19,3,238.2,11,3,2,2,新客/潜力客户,上海,小程序
U0507,2026-06-06,5,239.6,24,2,3,2,一般价值客户,深圳,APP
U0508,2026-04-23,2,97.80000000000001,68,1,1,1,流失风险客户,深圳,门店
U0509,2026-05-24,4,306.7,37,2,2,3,一般价值客户,上海,小程序
U0510,2026-06-24,3,95.0,6,3,2,1,新客/潜力客户,杭州,APP
U0511,2026-06-08,4,289.4,22,2,2,3,一般价值客户,杭州,饿了么
U0512,2026-06-30,3,144.9,0,4,2,2,新客/潜力客户,北京,饿了么
U0513,2026-06-27,4,154.2,3,4,2,2,新客/潜力客户,深圳,小程序
U0514,2026-03-28,3,131.0,94,1,2,2,流失风险客户,上海,美团
U0515,2026-03-25,3,110.7,97,1,2,2,流失风险客户,杭州,小程序
U0516,2026-06-14,3,108.9,16,3,2,2,新客/潜力客户,成都,美团
U0517,2026-06-03,2,104.1,27,2,1,2,流失风险客户,杭州,美团
U0518,2026-04-29,2,106.89999999999999,62,1,1,2,流失风险客户,上海,美团
U0519,2026-06-14,5,326.4,16,3,3,3,一般价值客户,深圳,APP
U0520,2026-06-29,2,84.7,1,4,1,1,新客/潜力客户,杭州,门店
U0521,2026-02-13,2,118.8,137,1,1,2,流失风险客户,杭州,小程序
U0522,2026-06-03,3,140.5,27,2,2,2,流失风险客户,杭州,饿了么
U0523,2026-06-24,3,420.29999999999995,6,3,2,3,新客/潜力客户,成都,小程序
U0524,2026-03-01,3,164.0,121,1,2,2,流失风险客户,深圳,门店
U0525,2026-06-02,5,245.8,28,2,3,3,一般价值客户,深圳,APP
U0526,2026-05-13,4,270.8,48,2,2,3,一般价值客户,成都,小程序
U0527,2026-05-31,3,82.1,30,2,2,1,流失风险客户,成都,APP
U0528,2026-05-17,5,421.2,44,2,3,3,一般价值客户,深圳,APP
U0529,2026-06-18,4,271.6,12,3,2,3,新客/潜力客户,上海,APP
U0530,2026-06-21,3,155.7,9,3,2,2,新客/潜力客户,北京,APP
U0531,2026-05-31,2,148.39999999999998,30,2,1,2,流失风险客户,北京,小程序
U0532,2026-05-07,4,145.7,54,1,3,2,一般价值客户,杭州,美团
U0533,2026-06-17,4,139.0,13,3,3,2,一般价值客户,成都,美团
U0534,2026-06-26,4,302.8,4,4,3,3,一般价值客户,成都,饿了么
U0535,2026-05-23,3,287.9,38,2,2,3,一般价值客户,深圳,APP
U0536,2026-06-24,5,341.6,6,3,3,3,一般价值客户,上海,美团
U0537,2026-06-23,4,159.4,7,3,3,2,一般价值客户,深圳,门店
U0538,2026-05-17,3,93.7,44,2,2,1,流失风险客户,上海,门店
U0539,2026-06-28,4,196.9,2,4,3,2,一般价值客户,上海,门店
U0540,2026-04-01,2,67.0,90,1,1,1,流失风险客户,杭州,小程序
U0541,2026-04-13,2,150.5,78,1,1,2,流失风险客户,深圳,门店
U0542,2026-04-03,4,217.2,88,1,3,2,一般价值客户,上海,饿了么
U0543,2026-05-21,3,139.6,40,2,2,2,流失风险客户,成都,美团
U0544,2026-06-22,3,82.1,8,3,2,1,新客/潜力客户,成都,饿了么
U0545,2026-06-07,5,222.1,23,2,3,2,一般价值客户,杭州,饿了么
U0546,2026-06-24,3,105.0,6,3,2,2,新客/潜力客户,北京,门店
U0547,2026-05-30,2,72.69999999999999,31,2,1,1,流失风险客户,杭州,饿了么
U0548,2026-01-10,3,204.6,171,1,2,2,流失风险客户,上海,美团
U0549,2026-05-26,5,211.29999999999998,35,2,3,2,一般价值客户,深圳,小程序
U0550,2026-05-20,5,265.7,41,2,3,3,一般价值客户,北京,小程序
U0551,2026-01-17,2,73.30000000000001,164,1,1,1,流失风险客户,杭州,美团
U0552,2026-05-15,1,27.3,46,2,1,1,流失风险客户,成都,饿了么
U0553,2026-03-19,2,64.5,103,1,1,1,流失风险客户,深圳,门店
U0554,2026-05-24,2,247.7,37,2,1,3,一般价值客户,杭州,美团
U0555,2026-01-20,1,34.6,161,1,1,1,流失风险客户,成都,小程序
U0556,2026-06-23,2,129.8,7,3,1,2,新客/潜力客户,深圳,小程序
U0557,2026-02-04,1,49.4,146,1,1,1,流失风险客户,上海,饿了么
U0558,2026-06-25,2,123.5,5,3,1,2,新客/潜力客户,杭州,门店
U0559,2025-12-23,1,50.6,189,1,1,1,流失风险客户,成都,APP
U0560,2026-04-30,2,122.5,61,1,1,2,流失风险客户,上海,饿了么
U0561,2026-06-17,2,64.3,13,3,1,1,新客/潜力客户,北京,门店
U0562,2026-06-26,2,98.4,4,4,1,1,新客/潜力客户,杭州,APP
U0563,2026-06-14,1,45.1,16,3,1,1,新客/潜力客户,上海,门店
U0564,2026-06-25,2,89.9,5,3,1,1,新客/潜力客户,杭州,门店
U0565,2026-03-24,1,40.4,98,1,1,1,流失风险客户,成都,小程序
U0566,2026-06-23,2,72.0,7,3,1,1,新客/潜力客户,杭州,饿了么
U0567,2026-03-31,2,132.9,91,1,1,2,流失风险客户,上海,门店
U0568,2026-01-26,2,122.5,155,1,1,2,流失风险客户,北京,APP
U0569,2026-01-20,2,75.5,161,1,1,1,流失风险客户,杭州,APP
U0570,2026-01-10,1,33.3,171,1,1,1,流失风险客户,北京,APP
U0571,2026-06-21,2,90.9,9,3,1,1,新客/潜力客户,深圳,小程序
U0572,2026-06-30,2,217.5,0,4,1,2,新客/潜力客户,成都,饿了么
U0573,2026-01-11,1,36.0,170,1,1,1,流失风险客户,深圳,饿了么
U0574,2026-04-26,2,72.1,65,1,1,1,流失风险客户,成都,美团
U0575,2025-10-10,1,56.2,263,1,1,1,流失风险客户,北京,APP
U0576,2026-06-26,2,118.7,4,4,1,2,新客/潜力客户,成都,APP
U0577,2026-06-10,2,112.5,20,2,1,2,流失风险客户,上海,美团
U0578,2026-01-27,2,117.6,154,1,1,2,流失风险客户,北京,美团
U0579,2026-06-24,1,83.0,6,3,1,1,新客/潜力客户,深圳,美团
U0580,2026-06-07,2,76.0,23,2,1,1,流失风险客户,成都,APP
U0581,2026-06-17,1,24.9,13,3,1,1,新客/潜力客户,杭州,APP
U0582,2026-05-13,2,107.3,48,2,1,2,流失风险客户,成都,美团
U0583,2026-05-03,2,102.69999999999999,58,1,1,2,流失风险客户,深圳,美团
U0584,2026-05-30,2,137.0,31,2,1,2,流失风险客户,成都,美团
U0585,2026-02-08,2,112.1,142,1,1,2,流失风险客户,北京,饿了么
U0586,2025-11-14,1,30.4,228,1,1,1,流失风险客户,深圳,小程序
U0587,2026-06-27,2,82.9,3,4,1,1,新客/潜力客户,杭州,门店
U0588,2026-05-22,2,99.3,39,2,1,1,流失风险客户,上海,饿了么
U0589,2026-03-12,1,28.9,110,1,1,1,流失风险客户,深圳,小程序
U0590,2026-04-15,2,86.4,76,1,1,1,流失风险客户,深圳,美团
U0591,2026-06-17,1,44.6,13,3,1,1,新客/潜力客户,北京,美团
U0592,2026-02-12,2,129.1,138,1,1,2,流失风险客户,北京,美团
U0593,2026-04-09,2,142.39999999999998,82,1,1,2,流失风险客户,上海,美团
U0594,2025-12-18,2,100.7,194,1,1,1,流失风险客户,杭州,饿了么
U0595,2026-05-12,2,82.30000000000001,49,2,1,1,流失风险客户,北京,美团
U0596,2026-01-03,2,163.0,178,1,1,2,流失风险客户,深圳,APP
U0597,2025-10-14,1,34.8,259,1,1,1,流失风险客户,深圳,小程序
U0598,2026-06-18,1,104.1,12,3,1,2,新客/潜力客户,深圳,APP
U0599,2026-05-10,2,113.10000000000001,51,2,1,2,流失风险客户,上海,门店
U0600,2026-05-28,2,79.5,33,2,1,1,流失风险客户,北京,美团
U0601,2026-05-14,1,40.1,47,2,1,1,流失风险客户,成都,小程序
U0602,2026-05-07,2,107.9,54,1,1,2,流失风险客户,上海,门店
U0603,2026-06-17,2,71.7,13,3,1,1,新客/潜力客户,北京,饿了么
U0604,2026-05-21,1,20.2,40,2,1,1,流失风险客户,成都,美团
U0605,2026-02-28,2,70.6,122,1,1,1,流失风险客户,深圳,APP
U0606,2026-06-19,2,63.199999999999996,11,3,1,1,新客/潜力客户,上海,小程序
U0607,2026-06-04,2,173.8,26,2,1,2,流失风险客户,杭州,饿了么
U0608,2026-05-08,1,41.6,53,1,1,1,流失风险客户,上海,小程序
U0609,2026-04-11,1,78.6,80,1,1,1,流失风险客户,成都,饿了么
U0610,2026-02-15,1,62.1,135,1,1,1,流失风险客户,成都,饿了么
U0611,2026-06-13,2,59.400000000000006,17,2,2,1,流失风险客户,北京,门店
U0612,2026-05-15,1,88.4,46,2,1,1,流失风险客户,上海,饿了么
U0613,2026-05-03,2,166.6,58,1,2,2,流失风险客户,北京,饿了么
U0614,2026-06-29,2,109.60000000000001,1,4,2,2,新客/潜力客户,北京,小程序
U0615,2026-05-19,1,30.5,42,2,1,1,流失风险客户,深圳,小程序
U0616,2026-04-22,1,85.5,69,1,1,1,流失风险客户,成都,饿了么
U0617,2026-05-04,2,119.7,57,1,2,2,流失风险客户,成都,小程序
U0618,2026-03-19,1,35.5,103,1,1,1,流失风险客户,杭州,小程序
U0619,2026-06-20,2,114.8,10,3,2,2,新客/潜力客户,杭州,门店
U0620,2026-01-01,2,107.3,180,1,2,2,流失风险客户,上海,门店
U0621,2025-08-23,1,177.8,311,1,1,2,流失风险客户,深圳,APP
U0622,2026-06-27,1,66.2,3,4,1,1,新客/潜力客户,上海,饿了么
U0623,2026-01-01,1,35.4,180,1,1,1,流失风险客户,北京,小程序
U0624,2026-05-09,1,76.0,52,2,1,1,流失风险客户,成都,门店
U0625,2026-06-12,2,146.10000000000002,18,2,2,2,流失风险客户,北京,美团
U0626,2026-06-30,1,106.4,0,4,1,2,新客/潜力客户,杭州,APP
U0627,2026-05-14,1,33.2,47,2,1,1,流失风险客户,上海,美团
U0628,2026-02-27,1,45.3,123,1,1,1,流失风险客户,深圳,APP
U0629,2026-04-19,2,203.5,72,1,2,2,流失风险客户,北京,小程序
U0630,2026-05-09,2,154.4,52,2,2,2,流失风险客户,深圳,饿了么
U0631,2026-04-16,2,127.4,75,1,2,2,流失风险客户,成都,美团
U0632,2026-05-14,2,91.30000000000001,47,2,2,1,流失风险客户,上海,APP
U0633,2026-03-08,2,79.6,114,1,2,1,流失风险客户,深圳,小程序
U0634,2026-06-26,2,143.89999999999998,4,4,2,2,新客/潜力客户,深圳,门店
U0635,2025-11-19,1,39.9,223,1,1,1,流失风险客户,深圳,美团
U0636,2026-06-30,2,119.0,0,4,2,2,新客/潜力客户,杭州,美团
U0637,2026-05-01,1,34.7,60,1,1,1,流失风险客户,北京,美团
U0638,2026-06-27,1,27.4,3,4,1,1,新客/潜力客户,杭州,门店
U0639,2026-06-21,1,91.4,9,3,1,1,新客/潜力客户,深圳,小程序
U0640,2026-06-23,2,154.6,7,3,2,2,新客/潜力客户,上海,美团
U0641,2026-06-16,2,93.1,14,3,2,1,新客/潜力客户,北京,饿了么
U0642,2026-02-23,1,87.6,127,1,1,1,流失风险客户,深圳,小程序
U0643,2025-12-22,2,143.10000000000002,190,1,2,2,流失风险客户,深圳,门店
U0644,2026-02-14,2,98.4,136,1,2,1,流失风险客户,杭州,饿了么
U0645,2026-03-02,2,83.4,120,1,2,1,流失风险客户,北京,美团
U0646,2026-03-11,1,109.2,111,1,1,2,流失风险客户,杭州,小程序
U0647,2026-02-18,2,123.8,132,1,2,2,流失风险客户,成都,美团
U0648,2026-03-04,2,186.10000000000002,118,1,2,2,流失风险客户,上海,小程序
U0649,2026-06-09,1,52.6,21,2,1,1,流失风险客户,杭州,门店
U0650,2026-03-30,1,67.2,92,1,1,1,流失风险客户,北京,小程序
U0651,2026-01-08,2,65.7,173,1,2,1,流失风险客户,成都,美团
U0652,2025-08-22,1,38.6,312,1,1,1,流失风险客户,北京,小程序
U0653,2026-04-12,2,105.0,79,1,2,2,流失风险客户,深圳,门店
U0654,2026-02-09,1,45.1,141,1,1,1,流失风险客户,成都,小程序
U0655,2026-06-20,2,91.4,10,3,2,1,新客/潜力客户,北京,美团
U0656,2026-02-22,1,78.6,128,1,1,1,流失风险客户,深圳,美团
U0657,2026-05-22,2,133.20000000000002,39,2,2,2,流失风险客户,成都,APP
U0658,2026-06-03,2,113.8,27,2,2,2,流失风险客户,深圳,美团
U0659,2026-04-26,1,25.9,65,1,1,1,流失风险客户,深圳,APP
U0660,2026-01-17,2,71.8,164,1,2,1,流失风险客户,上海,APP
U0661,2026-04-14,1,43.7,77,1,1,1,流失风险客户,成都,美团
U0662,2026-06-29,2,86.30000000000001,1,4,2,1,新客/潜力客户,上海,门店
U0663,2026-06-10,2,102.6,20,2,2,2,流失风险客户,杭州,APP
U0664,2026-06-18,2,251.89999999999998,12,3,2,3,新客/潜力客户,深圳,美团
U0665,2026-05-22,2,81.6,39,2,2,1,流失风险客户,上海,APP
U0666,2026-05-18,1,34.1,43,2,1,1,流失风险客户,杭州,APP
U0667,2026-05-23,2,132.7,38,2,2,2,流失风险客户,上海,门店
U0668,2026-06-14,1,40.4,16,3,1,1,新客/潜力客户,深圳,小程序
U0669,2026-05-27,2,63.5,34,2,2,1,流失风险客户,成都,门店
U0670,2026-03-16,2,141.4,106,1,2,2,流失风险客户,北京,APP
U0671,2026-05-08,2,97.19999999999999,53,1,2,1,流失风险客户,成都,APP
U0672,2026-04-24,2,108.5,67,1,2,2,流失风险客户,北京,APP
U0673,2026-04-11,2,77.0,80,1,2,1,流失风险客户,杭州,小程序
U0674,2026-04-05,2,150.2,86,1,2,2,流失风险客户,成都,饿了么
U0675,2026-03-10,1,59.1,112,1,1,1,流失风险客户,杭州,饿了么
U0676,2025-10-19,1,35.2,254,1,1,1,流失风险客户,成都,小程序
U0677,2026-02-07,1,22.7,143,1,1,1,流失风险客户,深圳,美团
U0678,2026-05-15,1,50.0,46,2,1,1,流失风险客户,成都,美团
U0679,2026-06-15,2,72.19999999999999,15,3,2,1,新客/潜力客户,成都,小程序
U0680,2025-12-07,1,56.4,205,1,1,1,流失风险客户,深圳,小程序
U0681,2026-06-01,2,105.1,29,2,2,2,流失风险客户,杭州,饿了么
U0682,2025-12-24,1,98.1,188,1,1,1,流失风险客户,北京,饿了么
U0683,2026-06-24,1,28.6,6,3,1,1,新客/潜力客户,成都,APP
U0684,2026-06-02,1,72.6,28,2,1,1,流失风险客户,杭州,饿了么
U0685,2026-03-28,2,70.0,94,1,2,1,流失风险客户,上海,饿了么
U0686,2025-12-25,2,108.19999999999999,187,1,2,2,流失风险客户,深圳,APP
U0687,2026-03-27,2,55.2,95,1,2,1,流失风险客户,深圳,APP
U0688,2026-03-21,2,245.4,101,1,2,3,一般价值客户,成都,门店
U0689,2025-12-13,2,65.8,199,1,2,1,流失风险客户,深圳,APP
U0690,2026-06-02,1,24.6,28,2,1,1,流失风险客户,成都,门店
U0691,2026-04-23,2,72.8,68,1,2,1,流失风险客户,深圳,饿了么
U0692,2026-04-06,1,29.8,85,1,1,1,流失风险客户,上海,饿了么
U0693,2026-06-03,1,45.0,27,2,1,1,流失风险客户,北京,饿了么
U0694,2026-06-18,2,126.10000000000001,12,3,2,2,新客/潜力客户,北京,APP
U0695,2026-06-25,1,19.8,5,3,1,1,新客/潜力客户,成都,饿了么
U0696,2026-02-04,1,53.4,146,1,1,1,流失风险客户,成都,小程序
U0697,2025-11-10,1,38.7,232,1,1,1,流失风险客户,上海,小程序
U0698,2026-06-14,2,85.3,16,3,2,1,新客/潜力客户,成都,门店
